Start Time,13:25:00,13:28:00,13:31:00,13:34:00,13:37:00,13:40:00,13:43:00,13:46:01,13:49:01,13:52:00,13:55:00,13:58:00,14:01:00,14:04:00,14:07:00,14:10:00,14:13:00,14:16:00,14:19:00,14:22:00,14:25:00,14:28:00,14:31:00,14:34:00,14:37:00,14:40:00,14:43:00,14:46:00,14:49:00,14:52:00,14:55:00,14:58:00,15:01:00,15:04:00,15:07:00,15:10:00,15:13:00,15:16:00,15:19:00,15:22:00,15:25:00,15:28:00,15:31:00,15:34:00,15:37:00,15:40:00
Sample Temp (C),21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,22.0,22.1,22.2,22.3,22.4,22.5,22.6,22.7,22.8,22.8,22.9,22.9,23.0,23.0,23.1,23.1,23.2,23.2,23.3,23.3,23.4,23.4,23.4,23.4,23.5,23.5,23.5,23.6,23.6,23.6,23.6,23.7,23.7
Sample Pressure (kPa),81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.8,81.7,81.7,81.8,81.8,81.8,81.7,81.8,81.8,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7
Relative Humidity (%),39.8,39.8,39.8,39.8,39.7,39.7,39.7,39.6,39.5,39.4,39.3,39.2,39.2,39.2,39.2,39.1,39.0,38.9,38.8,38.6,38.5,38.3,38.1,37.9,37.8,37.6,37.5,37.3,37.1,37.0,36.9,36.7,36.6,36.4,36.3,36.2,36.1,36.0,35.9,35.8,35.7,35.6,35.6,35.5,35.4,35.4
Mean Free Path (m),8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29499e-008,8.29856e-008,8.30214e-008,8.30572e-008,8.30929e-008,8.31287e-008,8.31645e-008,8.32003e-008,8.32361e-008,8.33738e-008,8.33738e-008,8.33076e-008,8.33076e-008,8.33434e-008,8.34454e-008,8.33792e-008,8.33792e-008,8.35171e-008,8.35171e-008,8.35529e-008,8.35529e-008,8.35887e-008,8.35887e-008,8.35887e-008,8.35887e-008,8.36246e-008,8.36246e-008,8.36246e-008,8.36604e-008,8.36604e-008,8.36604e-008,8.36604e-008,8.36962e-008,8.36962e-008
Gas Viscosity (Pa*s),1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82767e-005,1.82815e-005,1.82863e-005,1.82911e-005,1.82958e-005,1.83006e-005,1.83054e-005,1.83102e-005,1.83149e-005,1.83149e-005,1.83197e-005,1.83197e-005,1.83245e-005,1.83245e-005,1.83293e-005,1.83293e-005,1.83340e-005,1.83340e-005,1.83388e-005,1.83388e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83484e-005,1.83484e-005,1.83484e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83579e-005
Diameter Midpoint (nm)
 79.1,1297.160,1244.555,1188.834,1223.217,1131.676,1164.921,1050.577,1116.111,1241.537,1186.195,1080.956,1241.423,1191.985,940.476,442.363,268.493,96.385,88.367,60.090,24.150,9306.524,73027.126,121002.117,116553.496,108958.799,102131.455,67545.998,30026.815,13748.426,6457.418,2936.194,1561.772,771.865,40150.293,89205.836,134326.223,125462.219,117488.652,109798.092,64104.706,30037.865,12975.027,6350.806,3189.721,1682.655,877.651
 82.0,1112.914,1217.248,1186.229,1173.373,1161.491,1115.444,1267.772,1216.291,1135.556,1140.752,978.319,1100.165,1336.459,865.565,572.553,206.158,145.602,71.624,36.256,43.240,9110.949,70732.513,115520.012,113557.046,106507.930,99763.332,64198.898,29671.626,13640.280,6411.291,3237.783,1582.063,793.236,38968.932,86805.727,133131.500,121352.288,117970.082,107773.653,62767.389,28617.548,13264.875,6173.801,2770.326,1529.710,760.570
 85.1,1088.093,1198.848,1360.491,1378.678,1106.358,1079.082,1123.552,1098.995,1225.160,1085.135,1150.179,1163.752,1220.976,947.436,456.173,217.340,78.157,77.675,43.609,34.735,9280.109,68580.220,112036.720,112170.940,106038.085,97823.001,65166.860,29475.420,13946.192,6194.974,2938.886,1447.331,764.558,39337.145,84628.788,131025.559,120996.835,115761.076,108427.894,62310.172,28768.701,13278.882,6103.089,2858.231,1464.413,874.156
 88.2,1183.779,1051.316,1126.231,1186.122,1114.143,1140.163,1067.580,1202.735,1179.742,1198.748,1165.888,1255.987,1207.434,875.294,504.304,221.377,111.255,73.762,21.169,44.663,9632.219,67958.480,112035.079,112826.715,104990.373,97013.860,65242.181,29199.598,13041.575,6111.847,2810.698,1489.235,750.953,37501.237,84807.820,127335.246,118325.665,115832.210,107377.453,59880.481,27961.529,12532.554,6158.168,3029.818,1604.675,907.261
 91.4,1187.497,1102.076,1123.872,1108.782,1094.188,1148.915,1061.445,1090.478,1102.902,1150.609,1222.685,1223.769,1305.931,928.670,429.784,181.871,144.489,76.068,56.685,36.684,9791.865,66344.233,107397.737,109448.846,103455.377,96815.373,62922.602,29003.797,12879.418,5858.551,2767.013,1483.396,666.478,36082.320,84258.311,124717.943,116877.245,113453.822,105586.459,59924.133,27519.629,12444.761,5894.841,2977.748,1468.204,796.223
 94.7,1094.517,1192.729,1084.356,1009.548,1090.409,1140.921,968.857,1233.338,1124.980,1146.438,1143.991,1293.601,1177.388,893.298,461.163,274.123,106.568,61.582,55.902,34.429,10297.522,65372.821,105999.545,107959.467,101325.093,95132.653,61228.414,28559.807,13148.899,5632.585,2865.115,1431.997,801.272,34921.295,85911.861,119298.852,115963.809,109853.269,105972.978,59635.843,26284.684,12602.121,6180.799,2770.732,1345.679,807.485
 98.2,1012.198,1054.940,970.728,937.068,1021.602,1042.810,1048.427,1053.721,1082.575,1025.536,1177.751,1050.173,1098.980,853.473,442.828,144.415,123.362,45.247,60.442,42.159,10204.899,63882.638,105651.598,105433.779,100345.953,95363.983,60484.311,27955.529,12093.688,5952.455,2901.788,1393.382,658.144,35356.521,84084.866,117999.743,114379.745,108807.916,103713.373,58611.100,26274.847,11697.477,5748.098,2709.318,1352.854,739.315
101.8,990.536,1017.402,891.980,1066.638,1016.934,958.720,929.220,967.940,1039.342,987.339,1111.757,977.382,1077.785,815.700,388.010,191.272,110.957,69.775,18.680,25.672,10685.946,62818.616,103123.806,103420.997,98521.236,94088.951,58455.969,27201.455,12114.071,5617.385,2893.133,1319.793,602.447,34779.784,83261.699,116795.520,112860.462,107971.492,102570.179,57315.591,25793.041,11895.267,5468.184,2777.099,1378.223,744.778
105.5,976.155,957.000,949.472,945.528,975.692,834.206,917.171,907.594,986.144,893.389,879.932,1017.062,1057.497,785.350,393.845,146.901,62.968,51.649,46.420,26.348,12036.731,60588.285,102554.206,102102.201,96093.436,91801.543,58373.137,26108.774,11945.316,5757.106,2798.122,1273.266,714.744,33560.485,79129.746,116700.821,111420.523,106854.365,100486.141,55969.267,24817.061,11735.397,5656.896,2914.577,1314.882,726.676
109.4,874.840,891.071,844.278,791.422,844.027,796.514,995.974,899.174,873.889,906.533,941.941,876.940,890.583,698.452,305.246,144.690,71.980,60.849,57.691,44.445,11840.196,56629.468,99335.578,99832.123,95082.196,89391.152,56269.486,25442.442,11950.616,5548.871,2578.273,1282.043,468.908,32033.420,77597.220,113270.269,107118.869,102111.920,98717.029,53470.427,24159.766,11502.692,5632.524,2494.823,1191.525,689.815
113.4,811.843,808.787,790.715,795.515,917.228,791.077,776.717,772.470,724.176,911.636,933.644,748.975,895.399,717.828,306.346,156.762,89.336,58.299,37.279,17.641,11825.780,56480.074,98565.068,97105.185,90972.496,86949.171,54925.997,24447.968,11539.274,5349.769,2396.401,1096.645,594.947,30955.211,76196.090,107848.398,104676.133,99250.646,97454.794,52231.523,22923.294,11054.394,5130.998,2432.807,1256.613,748.977
117.6,867.326,781.018,704.725,673.821,820.598,768.509,852.023,781.226,753.884,714.565,776.680,816.372,861.303,692.611,255.237,141.418,85.288,49.151,36.187,16.358,11787.772,53752.197,97417.072,95343.136,88989.039,83763.302,53430.334,24625.140,11098.491,4830.393,2440.187,1120.233,615.691,30748.041,74162.571,107345.811,103581.642,98800.045,95030.382,50724.162,22701.792,10707.065,5299.068,2357.072,1244.023,682.910
121.9,898.293,715.604,741.304,760.898,776.992,666.350,800.605,761.936,757.143,740.804,780.840,724.836,780.163,579.723,324.685,151.365,49.293,37.441,31.600,7.002,12754.471,52786.728,94391.370,90436.779,86216.327,83307.248,52227.455,22657.773,10567.495,4926.059,2570.381,1011.758,600.788,30695.183,71994.475,103134.880,99658.038,93476.056,90506.650,49452.103,21765.394,10150.070,4701.537,2409.251,1136.578,490.511
126.3,704.649,734.711,728.977,618.962,712.739,626.994,742.668,712.454,756.321,675.592,657.768,647.992,740.746,523.079,302.816,88.977,87.353,47.871,16.773,11.341,12052.071,51162.899,89957.839,88479.355,84369.590,80947.450,50772.438,22330.032,10528.315,4802.541,2436.096,1127.949,666.180,29916.329,69873.631,100669.834,96162.205,91932.254,88368.024,47874.177,21567.200,9930.680,4815.180,2166.869,1047.966,671.991
131.0,609.581,668.204,730.278,612.089,690.552,608.738,662.973,607.401,648.494,635.214,703.981,642.144,708.854,440.270,237.411,112.514,59.018,47.251,34.818,21.897,12819.696,50601.914,86830.847,84091.461,81505.026,77561.474,48568.518,21857.390,9916.650,4482.336,2322.790,995.385,551.968,29822.221,68236.775,98427.973,93237.508,89798.689,87427.756,46492.407,20240.764,9894.114,4509.265,2125.106,985.852,678.836
135.8,714.741,641.138,593.672,668.784,645.570,701.775,633.608,572.851,624.917,627.725,572.240,660.193,590.577,465.029,188.034,127.321,69.395,41.320,10.254,33.176,13389.153,50266.331,84414.069,81370.194,78111.493,76265.585,46628.432,21633.415,9797.012,4182.077,2063.446,1076.144,549.472,29754.280,64515.465,92999.736,90652.511,85896.253,83645.530,44340.363,19936.391,9258.192,4367.155,1915.710,1114.247,443.962
140.7,539.975,503.907,580.706,567.745,581.020,556.103,496.215,575.701,560.225,489.337,610.511,581.482,497.709,437.235,221.867,102.201,41.206,19.615,10.989,16.358,12437.037,48880.010,82034.313,80566.929,75925.173,73955.445,45161.982,20250.875,9038.034,4069.261,2092.540,1025.685,526.695,29680.535,62060.326,89640.807,85686.786,82856.919,81571.817,42718.137,18970.858,8659.497,4109.373,2031.899,1037.053,558.295
145.9,547.425,530.253,474.406,566.460,472.664,535.659,572.828,512.152,470.207,485.343,589.711,506.154,511.747,382.997,187.573,91.026,37.074,26.148,19.412,1.333,11476.723,46541.090,77123.784,77013.123,72399.930,69797.116,43576.416,18964.631,8749.270,3809.412,1853.367,895.752,476.313,28956.859,58899.400,85328.095,84039.648,78971.137,77387.904,40835.131,18203.856,8609.041,3815.559,1996.097,953.231,539.676
151.2,520.331,578.173,520.848,422.773,449.717,524.741,468.304,534.493,462.274,440.855,430.446,579.179,499.537,298.640,163.682,85.272,36.072,19.565,14.512,11.706,10786.552,45813.937,74075.293,73334.388,69675.698,66856.980,41428.852,18397.754,8466.842,3813.284,1962.215,815.978,491.951,28090.081,57685.504,82572.225,80609.283,76638.256,75264.407,39555.200,17009.572,8116.855,3710.722,1710.483,887.990,496.557
156.8,513.569,403.371,494.885,423.931,514.547,498.412,520.453,448.283,443.856,406.060,559.235,502.869,449.558,335.133,141.377,85.363,67.161,29.751,21.244,2.833,9976.368,43879.035,71581.995,70516.226,66737.936,64679.716,39091.884,17672.684,8028.001,3756.339,1793.783,841.795,528.556,26243.388,54636.615,78842.404,75295.229,73167.019,69988.617,37766.577,16710.534,7947.702,3525.262,1537.373,810.831,437.662
162.5,445.795,352.874,431.774,447.316,430.663,481.748,350.784,385.470,403.471,404.431,435.480,358.763,517.728,322.013,139.533,80.233,25.123,28.772,2.610,20.806,9467.210,42064.668,68637.617,66835.674,63679.447,62180.069,36915.946,16640.784,7650.124,3394.470,1633.088,784.733,422.808,25898.146,52467.512,74372.833,72124.151,69505.975,67522.100,35340.407,15674.195,7258.389,3489.240,1537.001,798.215,399.344
168.5,437.151,351.430,434.448,375.571,395.611,462.444,375.918,462.238,415.976,297.781,409.724,393.687,353.472,272.683,134.035,77.107,38.275,29.196,16.655,10.889,10269.962,39681.345,65246.587,62783.211,60794.423,59317.893,35377.433,16228.249,7345.440,3373.137,1548.712,706.046,419.580,25026.969,50690.369,70519.831,68320.554,66408.650,65294.622,33302.209,15347.500,6841.733,3288.535,1561.688,798.787,403.538
174.7,371.459,344.108,388.666,441.385,366.851,412.474,334.438,415.056,324.438,452.495,415.079,371.029,360.685,242.696,152.773,47.162,39.552,13.632,14.983,8.560,10854.043,36710.014,62160.393,59666.119,57705.845,55807.929,33132.131,15544.516,7098.133,3146.419,1507.870,755.596,374.153,24190.245,47476.152,66791.020,65025.126,63009.474,61001.847,31013.906,14008.900,6542.536,3030.982,1555.186,578.308,410.779
181.1,341.954,311.977,334.650,329.719,301.779,318.195,298.555,345.727,291.805,348.352,333.683,342.060,306.396,191.938,134.175,39.130,35.159,23.174,8.780,5.623,10293.149,35309.545,60264.218,56397.230,55172.499,52857.801,31295.225,13991.251,6691.928,2955.400,1502.345,646.966,305.314,22279.932,44742.270,63373.044,61715.970,59156.304,57590.092,30063.357,13649.935,6343.480,2854.229,1360.206,752.233,322.570
187.7,306.036,320.900,290.137,338.037,310.129,327.689,345.139,327.011,286.096,244.529,284.369,248.002,242.985,176.089,77.784,48.212,27.691,24.356,4.838,12.409,9626.369,33304.607,54542.446,54395.287,52187.313,51116.269,29979.218,13815.901,6176.636,2780.278,1136.105,590.330,342.433,21412.075,42823.146,61078.391,58767.146,56152.874,55108.602,28049.581,12817.602,5887.688,2708.685,1275.712,671.690,348.659
194.6,248.089,311.810,218.764,254.430,233.550,219.146,231.908,225.396,249.735,258.688,248.618,259.373,208.949,200.503,59.086,47.211,8.903,9.334,12.446,0.000,9190.340,31138.896,52515.623,50392.836,47695.992,47321.477,27924.899,13070.555,5456.648,2479.206,1109.209,583.972,265.222,20284.766,40309.434,56401.998,55175.622,53013.308,52399.648,25344.171,11698.232,5427.747,2614.532,1239.312,624.834,293.753
201.7,225.910,280.645,207.948,206.812,225.122,202.297,212.153,260.306,216.346,233.315,223.907,193.053,186.524,131.070,55.927,33.519,11.499,3.135,3.135,6.118,9080.196,29864.358,48891.027,47244.577,45084.473,44799.817,26224.285,12170.431,5340.460,2586.170,1222.064,459.033,274.730,18771.899,37631.338,53743.269,50886.899,49573.855,48600.436,23553.504,11315.745,5157.625,2595.528,1168.713,578.197,302.187
209.1,199.480,169.967,177.298,207.996,203.425,161.667,199.823,189.039,223.331,171.280,177.336,231.497,210.668,90.996,71.694,28.369,8.256,9.435,4.736,0.000,8534.252,27621.888,46190.829,44121.299,43979.291,40698.258,24246.003,10776.540,5072.476,2134.276,1089.473,438.195,186.762,16592.346,35874.524,49605.734,48807.149,47017.258,45013.550,22113.671,10233.478,4743.074,2192.038,1059.670,556.813,246.997
216.7,190.422,209.642,130.806,157.792,176.688,138.434,188.636,153.843,134.392,155.556,127.425,150.040,149.554,85.798,54.935,34.944,24.985,3.079,1.762,3.170,8514.847,26099.508,42908.103,41710.345,39468.172,38468.372,22804.855,10347.666,4561.233,2194.338,941.052,441.406,189.195,16151.279,33223.187,46169.453,45258.776,43619.958,42594.864,21294.962,9372.576,4414.909,2092.728,863.756,466.488,219.723
224.7,187.136,178.284,151.516,149.814,137.089,168.067,148.340,137.133,143.986,146.024,115.442,114.830,187.438,88.989,46.158,38.423,18.273,2.366,3.195,6.390,8131.421,24353.428,40351.825,38178.415,37456.083,36837.601,20776.981,9274.415,4528.939,1814.842,835.788,431.925,177.452,14515.850,31106.241,43544.542,41965.142,40411.667,39503.869,19965.669,8704.134,4243.646,1981.207,928.288,434.440,197.339
232.9,100.128,110.596,102.788,96.758,106.412,117.384,126.748,104.608,105.009,111.035,134.312,117.959,114.605,87.269,14.108,23.811,16.102,2.924,3.221,0.000,7893.532,23335.689,37080.716,35774.539,34684.565,33837.723,18934.538,8737.207,3879.790,1753.987,874.215,409.584,215.276,13132.910,28732.075,40935.583,38776.697,37572.893,37353.853,18083.621,8160.830,3679.591,1811.865,933.354,406.950,217.916
241.4,96.492,126.002,136.491,133.132,126.390,75.805,102.098,76.040,75.582,81.076,106.722,122.341,111.861,74.570,25.971,10.980,9.740,16.235,0.000,0.847,7647.999,20957.893,34067.116,33824.993,32485.338,31252.789,17550.050,7730.532,3784.039,1691.598,833.088,345.087,146.844,12282.709,27353.962,37499.482,36242.538,35660.113,34391.928,16809.133,7715.299,3551.648,1610.149,761.503,415.869,197.736
250.3,72.230,99.845,76.263,92.897,111.109,121.074,108.918,92.716,86.550,112.048,98.561,75.518,94.223,60.710,16.367,19.687,3.274,13.096,0.000,5.695,6988.662,19921.161,31605.191,30885.948,30069.419,29748.434,15814.010,7387.187,3298.150,1645.857,679.761,342.185,168.543,11902.865,25570.436,34306.393,33803.211,32979.294,32126.521,14932.988,6851.331,3116.576,1564.887,690.475,333.651,166.970
259.5,85.887,74.122,83.957,64.628,79.294,95.492,100.449,76.395,64.923,48.883,67.348,78.321,73.005,39.560,14.957,16.623,3.317,0.000,0.000,3.318,6596.198,18418.631,29246.985,28969.942,28288.079,26864.114,15014.293,6472.980,3086.569,1294.340,633.787,332.852,112.358,11225.042,23879.710,32220.982,31655.072,30088.260,30033.035,14138.222,6492.744,2735.540,1339.006,656.227,342.058,168.188
269.0,53.623,100.814,63.015,57.197,77.175,64.260,34.063,45.354,62.017,63.127,64.604,72.569,65.640,34.638,9.463,13.413,3.346,3.346,3.346,2.238,6119.746,16940.683,26593.635,26462.774,25383.085,24610.814,13523.261,5947.194,2855.936,1235.697,579.633,272.847,102.380,9920.255,21753.104,29461.731,28021.712,27191.194,26432.784,12536.731,5836.801,2579.977,1212.803,567.831,337.947,120.861
278.8,54.333,71.794,49.011,32.823,42.342,41.007,44.592,81.317,84.699,36.031,34.373,50.361,45.255,50.733,12.330,0.000,3.375,3.375,0.000,0.000,5682.156,16099.542,24595.823,24590.093,23803.059,22532.643,12385.635,5307.794,2647.709,1175.767,511.337,246.995,143.473,9716.410,20165.035,26879.540,25905.270,25321.946,24386.069,11883.014,5161.258,2401.183,1187.633,582.219,288.623,90.634
289.0,36.284,35.152,56.579,48.502,63.425,35.864,65.611,48.889,31.763,35.987,32.435,22.923,23.406,18.682,13.685,6.859,3.422,3.167,0.000,0.000,5449.684,15116.421,22723.366,22141.331,21435.014,20749.188,11261.551,4926.496,2397.725,1093.292,501.531,201.305,132.488,8865.922,18701.731,24881.242,23983.762,23397.858,22015.303,9970.186,4563.820,2279.140,1012.140,425.088,179.565,99.620
299.6,50.874,33.622,36.324,23.556,60.949,34.598,20.117,29.086,30.366,31.877,44.977,52.303,39.218,29.588,13.809,0.000,3.453,0.000,3.453,0.000,5007.107,14261.298,21564.409,19971.232,19571.608,19059.104,10210.715,4747.108,2092.773,889.837,432.483,181.824,97.593,8327.521,16800.389,22613.570,21654.027,21505.001,20848.862,9406.340,4299.870,2133.513,809.739,442.122,164.448,67.669
310.6,20.284,13.960,28.073,59.656,24.881,33.570,29.175,30.104,28.857,20.662,24.564,37.832,15.948,3.509,10.504,0.000,3.502,0.000,0.000,0.000,4737.135,12884.630,19540.166,18808.540,18499.494,17411.876,9063.509,3963.745,1844.817,974.748,356.226,210.376,47.309,7167.686,15979.174,20471.939,20103.824,19134.355,18346.434,8618.048,3939.964,1757.329,899.670,386.953,188.538,59.968
322.0,31.932,42.612,29.458,32.041,43.590,23.695,17.691,35.152,38.525,20.733,29.458,28.372,25.982,10.681,7.105,3.561,3.553,0.000,0.000,0.000,4258.499,12250.480,18116.812,16946.050,16949.580,16099.123,8321.609,3609.646,1889.841,680.431,328.877,157.833,82.432,6968.211,14080.318,18598.819,17610.822,17523.019,17052.583,8009.035,3704.614,1572.976,720.795,357.091,147.985,71.085
333.8,49.252,34.876,14.376,13.886,9.801,11.418,21.074,13.849,24.608,21.074,21.565,46.233,8.950,3.104,3.586,0.000,0.000,0.000,0.000,0.000,4042.780,10640.600,16252.881,15386.693,14721.771,14415.666,7866.844,3713.840,1629.691,675.001,342.380,154.824,67.064,6205.470,12935.762,17486.768,15898.382,15387.608,15633.910,6942.103,3268.381,1324.734,693.861,390.801,134.607,52.027
346.0,14.058,18.514,21.888,12.374,6.507,16.022,5.078,23.940,31.346,12.374,7.296,22.510,8.726,5.078,10.920,0.000,3.640,0.000,3.641,0.000,3970.892,10158.675,14731.501,13927.674,13304.573,12729.506,7085.257,3110.130,1373.315,578.251,305.122,163.921,51.178,5856.422,11515.965,15745.468,14626.311,13797.222,13630.176,6341.137,2780.033,1271.739,573.690,247.232,163.086,74.219
358.7,6.020,5.253,13.678,22.222,22.222,18.519,18.341,9.134,7.407,7.407,18.519,7.997,18.519,11.112,3.696,0.000,7.392,0.000,0.000,0.000,3288.039,9391.579,13222.346,13210.200,12344.510,11996.627,6281.640,2766.337,1275.825,508.952,303.258,144.521,56.706,5123.092,10919.059,13424.435,13104.529,12815.918,12137.732,5728.016,2593.034,1090.303,465.112,211.609,95.886,53.608
371.8,6.623,18.987,24.608,2.292,11.284,22.568,2.472,11.284,3.761,7.523,7.523,9.562,15.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3102.624,8459.059,11518.985,11421.161,10790.978,10478.474,5333.790,2402.589,1098.502,508.783,171.150,113.655,74.999,5166.297,9739.520,12046.215,11904.313,11133.774,11161.381,4821.419,2188.906,1000.633,465.461,182.041,115.963,54.134
385.4,0.000,19.105,3.821,6.193,7.642,3.821,2.372,19.105,19.105,11.463,7.642,0.000,0.922,7.642,3.813,3.822,0.000,0.000,0.000,3.814,2860.709,7467.212,10762.978,10120.209,9580.573,9101.773,4616.156,2104.341,959.185,403.131,220.181,118.378,56.792,4549.565,8820.824,10897.694,10464.378,9895.840,9797.167,4340.050,2046.949,864.045,391.862,173.639,81.759,15.126
399.5,12.288,9.418,3.861,0.000,3.861,0.000,0.000,5.557,19.305,7.722,3.861,7.722,5.557,0.000,0.000,3.862,0.000,0.000,0.000,0.000,2529.867,6794.365,9629.142,9214.960,8544.053,8417.234,4085.358,1932.843,900.844,382.659,138.175,83.992,34.291,4256.779,7232.950,9566.470,9205.982,8809.115,8522.959,3696.670,1664.081,700.621,290.887,134.412,34.390,28.426
414.2,1.382,0.000,11.773,3.924,3.924,0.000,6.093,0.000,3.924,3.924,7.848,5.307,18.743,3.924,0.000,0.000,0.000,0.000,0.000,0.000,2232.037,5669.597,8351.257,7911.355,7451.519,7060.637,3782.711,1688.285,821.121,257.341,165.724,70.213,36.745,3669.387,6623.310,8314.028,8100.919,7622.586,7219.041,3200.020,1500.085,690.838,296.476,105.851,62.138,30.200
429.4,0.000,0.000,7.979,0.000,7.979,7.979,3.990,3.403,3.990,3.990,7.979,7.393,15.959,19.950,0.000,0.000,0.000,0.000,0.000,0.000,2058.267,5390.805,7753.019,7490.834,6663.186,6498.059,3447.035,1408.071,721.915,285.402,138.215,32.668,30.561,3319.311,5980.729,7572.173,7135.194,6829.874,6637.449,2697.662,1180.495,629.876,265.079,117.286,59.227,27.639
445.1,7.732,8.115,8.115,4.058,0.000,8.115,8.115,8.115,8.115,8.115,0.000,4.058,8.115,0.000,8.097,0.000,0.000,0.000,0.000,0.000,1815.400,5047.150,6898.579,6371.814,6118.190,5661.725,2788.680,1141.299,500.850,216.741,96.795,51.475,60.499,2956.771,5100.829,6480.322,6358.883,5722.839,5725.831,2484.825,952.985,520.964,214.499,108.417,17.766,12.047
461.4,8.646,4.128,4.128,0.000,0.000,12.384,0.000,8.256,8.256,4.128,0.000,8.256,4.128,0.000,4.119,0.000,0.000,0.000,0.000,4.120,1520.707,4304.915,5989.154,5601.949,5131.706,4873.271,2243.825,1056.842,478.887,165.204,53.340,32.826,28.723,2569.271,4339.887,5600.417,5253.858,4883.034,4763.031,2038.331,913.285,404.477,159.210,65.362,60.815,24.512
478.3,12.603,4.201,0.000,4.201,0.000,8.402,4.201,0.000,0.000,0.000,8.402,12.603,0.000,0.000,0.000,0.000,0.000,0.000,4.193,0.000,1387.108,3948.860,4967.914,4570.276,4604.466,4007.769,2013.674,859.994,396.152,157.579,58.460,16.704,45.419,2070.788,3563.362,4915.973,4308.144,4094.700,3930.585,1722.709,768.516,403.251,206.948,62.360,18.642,24.946
495.8,4.251,0.000,0.000,4.251,4.251,0.000,4.251,0.000,0.000,4.251,0.000,4.250,8.501,0.000,0.000,0.000,0.000,0.627,0.000,0.000,1305.432,3086.449,4276.648,3878.688,3487.328,3064.355,1625.969,533.096,300.702,126.748,54.923,38.026,34.324,1646.426,3161.549,3548.175,3737.138,3503.763,3129.085,1526.174,585.533,204.277,96.968,54.683,26.103,16.826
514.0,12.985,12.985,0.000,0.000,8.657,0.000,0.000,0.000,0.000,4.328,0.000,4.328,12.985,0.000,0.000,0.000,0.000,3.681,0.000,0.000,962.700,2610.699,3564.755,3357.054,2868.754,2848.293,1403.042,658.922,266.430,120.465,34.418,8.605,34.420,1466.949,2346.839,3110.860,2965.007,2652.454,2357.741,1157.265,437.850,154.958,103.040,47.117,12.851,21.418
532.8,4.409,4.409,0.000,0.000,4.409,0.000,4.409,0.000,0.000,0.000,0.000,4.409,4.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,929.860,2315.106,2886.367,2664.137,2349.684,2068.421,1113.294,467.791,153.366,70.123,39.445,4.383,21.915,1211.248,2220.218,2591.914,2350.424,2255.913,2049.975,847.404,365.615,144.326,82.868,56.725,13.091,4.364
552.3,0.000,0.000,4.494,0.000,4.494,4.494,0.000,0.000,0.000,13.481,4.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,821.159,1842.733,2398.391,2210.146,1887.934,2030.804,879.186,370.275,107.171,75.928,31.265,26.800,22.123,892.765,1692.062,2108.664,1862.892,1786.642,1566.868,655.135,314.220,133.711,40.347,17.787,8.894,13.341
572.5,0.000,0.000,0.000,0.000,0.000,4.581,0.000,0.000,4.581,0.000,0.000,0.000,9.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,745.719,1657.222,2093.694,1846.919,1738.093,1444.039,585.770,310.561,125.685,70.926,36.428,9.107,27.537,811.980,1385.260,1722.786,1538.793,1482.781,1279.511,557.514,255.427,90.879,59.071,13.601,9.068,9.067
593.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
