Gas Viscosity (Pa*s),1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82767e-005,1.82815e-005,1.82863e-005,1.82911e-005,1.82958e-005,1.83006e-005,1.83054e-005,1.83102e-005,1.83149e-005,1.83149e-005,1.83197e-005,1.83197e-005,1.83245e-005,1.83245e-005,1.83293e-005,1.83293e-005,1.83340e-005,1.83340e-005,1.83388e-005,1.83388e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83484e-005,1.83484e-005,1.83484e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83579e-005
Diameter Midpoint (nm)
Geo. Mean (nm),178.745,178.709,172.642,165.817,176.001,176.415,168.160,168.616,174.267,174.626,167.441,176.880,182.073,157.430,159.235,153.040,159.856,177.007,184.070,200.241,309.194,279.116,267.285,264.845,263.880,263.398,251.658,250.008,248.699,245.426,241.251,239.555,272.628,276.432,266.133,258.890,258.467,258.410,258.072,247.642,246.554,243.635,242.386,238.719,232.243,235.718
Mode (nm),224.679,201.691,168.485,174.658,187.688,168.485,187.688,174.658,209.080,174.658,174.658,209.080,162.531,429.351,174.658,224.679,358.664,513.970,478.286,461.384,345.989,445.079,385.423,358.664,358.664,358.664,345.989,333.762,321.968,310.590,358.664,345.989,445.079,399.542,385.423,345.989,371.803,358.664,333.762,321.968,321.968,299.614,310.590,333.762,345.989,345.989
Geo. Std. Dev.,1.717,1.695,1.669,1.627,1.690,1.708,1.648,1.643,1.690,1.731,1.659,1.714,1.781,1.650,1.689,1.616,1.654,1.832,1.901,1.872,1.550,1.675,1.690,1.692,1.681,1.672,1.695,1.694,1.687,1.698,1.704,1.705,1.780,1.663,1.678,1.692,1.685,1.677,1.665,1.693,1.688,1.689,1.695,1.697,1.694,1.757
Total Conc. (µg/m³),1.009096e+000,1.007490e+000,9.449697e-001,9.097622e-001,9.770926e-001,9.649372e-001,9.129007e-001,9.335062e-001,9.430419e-001,9.204973e-001,9.315789e-001,9.837945e-001,1.008731e+000,6.340349e-001,3.125605e-001,1.519794e-001,8.538655e-002,5.536922e-002,3.442353e-002,2.940402e-002,6.875809e+001,2.048643e+002,3.100572e+002,2.977105e+002,2.824244e+002,2.700774e+002,1.490080e+002,6.648147e+001,3.045281e+001,1.336626e+001,6.241727e+000,2.944661e+000,1.781711e+000,1.199079e+002,2.400407e+002,3.224408e+002,3.087179e+002,2.953149e+002,2.848371e+002,1.366695e+002,6.137372e+001,2.794499e+001,1.303996e+001,6.040885e+000,2.890624e+000,1.483730e+000
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Low aerosol flow;Sheath flow error;Detector aerosol flow rate error,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
